Date,GEO,value,Age,Sex,Characteristics
2020-04-25,Northwest Territories,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-04-25,Northwest Territories,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-04-25,Nunavut,0,"Age at time of death, all ages",Both sexes,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, all ages",Males,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, all ages",Females,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-04-25,Nunavut,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Canada,6900,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Canada,3440,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Canada,3460,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Canada,275,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Canada,185,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Canada,95,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Canada,930,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Canada,590,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Canada,340,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Canada,2845,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Canada,1575,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Canada,1265,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Canada,2850,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Canada,1090,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Canada,1760,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Newfoundland and Labrador,90,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Newfoundland and Labrador,45,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Newfoundland and Labrador,50,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Newfoundland and Labrador,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Newfoundland and Labrador,5,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Newfoundland and Labrador,5,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Newfoundland and Labrador,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Newfoundland and Labrador,25,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Newfoundland and Labrador,25,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Newfoundland and Labrador,10,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Newfoundland and Labrador,20,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Prince Edward Island,20,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Prince Edward Island,10,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Prince Edward Island,10,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Prince Edward Island,15,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Prince Edward Island,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Nova Scotia,220,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Nova Scotia,125,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Nova Scotia,100,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Nova Scotia,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Nova Scotia,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Nova Scotia,15,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Nova Scotia,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Nova Scotia,110,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Nova Scotia,65,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Nova Scotia,40,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Nova Scotia,80,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Nova Scotia,35,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Nova Scotia,45,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,New Brunswick,140,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,New Brunswick,75,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,New Brunswick,60,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,New Brunswick,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,New Brunswick,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,New Brunswick,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,New Brunswick,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,New Brunswick,20,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,New Brunswick,15,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,New Brunswick,40,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,New Brunswick,30,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,New Brunswick,15,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,New Brunswick,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,New Brunswick,20,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,New Brunswick,35,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Quebec,2060,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Quebec,950,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Quebec,1115,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Quebec,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Quebec,20,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Quebec,20,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Quebec,205,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Quebec,130,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Quebec,80,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Quebec,845,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Quebec,450,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Quebec,400,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Quebec,955,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Quebec,345,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Quebec,615,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Ontario,2605,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Ontario,1300,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Ontario,1310,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Ontario,105,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Ontario,75,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Ontario,30,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Ontario,360,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Ontario,225,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Ontario,140,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Ontario,1065,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Ontario,580,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Ontario,480,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Ontario,1070,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Ontario,410,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Ontario,660,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Manitoba,240,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Manitoba,125,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Manitoba,115,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Manitoba,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Manitoba,10,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Manitoba,5,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Manitoba,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Manitoba,15,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Manitoba,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Manitoba,105,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Manitoba,50,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Manitoba,50,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Manitoba,90,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Manitoba,45,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Manitoba,45,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Saskatchewan,205,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Saskatchewan,95,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Saskatchewan,110,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Saskatchewan,10,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Saskatchewan,5,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Saskatchewan,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Saskatchewan,20,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Saskatchewan,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Saskatchewan,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Saskatchewan,50,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Saskatchewan,30,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Saskatchewan,75,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Saskatchewan,20,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Saskatchewan,60,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Alberta,550,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Alberta,295,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Alberta,260,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Alberta,45,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Alberta,30,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Alberta,15,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Alberta,95,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Alberta,65,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Alberta,30,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Alberta,230,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Alberta,125,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Alberta,105,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Alberta,185,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Alberta,75,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Alberta,105,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,British Columbia,750,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,British Columbia,415,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,British Columbia,335,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,British Columbia,30,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,British Columbia,20,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,British Columbia,10,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,British Columbia,130,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,British Columbia,90,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,British Columbia,40,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,British Columbia,300,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,British Columbia,185,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,British Columbia,110,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,British Columbia,290,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,British Columbia,115,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,British Columbia,175,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Yukon,,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Yukon,,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Yukon,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Northwest Territories,10,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Northwest Territories,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-02,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, all ages",Males,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, all ages",Females,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-02,Nunavut,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,Canada,6440,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,Canada,3320,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,Canada,3120,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,Canada,320,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,Canada,215,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,Canada,100,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,Canada,905,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-09,Canada,565,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-09,Canada,340,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-09,Canada,2680,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-09,Canada,1525,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-09,Canada,1155,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-09,Canada,2535,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-09,Canada,1005,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-09,Canada,1525,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,Newfoundland and Labrador,95,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,Newfoundland and Labrador,50,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,Newfoundland and Labrador,50,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,Newfoundland and Labrador,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-09,Newfoundland and Labrador,10,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-09,Newfoundland and Labrador,15,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-09,Newfoundland and Labrador,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-09,Newfoundland and Labrador,25,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-09,Newfoundland and Labrador,25,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-09,Newfoundland and Labrador,20,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-09,Newfoundland and Labrador,10,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-09,Newfoundland and Labrador,15,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,Prince Edward Island,30,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,Prince Edward Island,20,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,Prince Edward Island,10,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,Prince Edward Island,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,Prince Edward Island,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-09,Prince Edward Island,20,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-09,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-09,Prince Edward Island,,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,Nova Scotia,205,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,Nova Scotia,105,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,Nova Scotia,100,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,Nova Scotia,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,Nova Scotia,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-09,Nova Scotia,15,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-09,Nova Scotia,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-09,Nova Scotia,100,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-09,Nova Scotia,55,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-09,Nova Scotia,45,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-09,Nova Scotia,80,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-09,Nova Scotia,35,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-09,Nova Scotia,45,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,New Brunswick,150,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,New Brunswick,80,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,New Brunswick,70,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,New Brunswick,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,New Brunswick,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,New Brunswick,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-09,New Brunswick,10,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-09,New Brunswick,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-09,New Brunswick,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-09,New Brunswick,50,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-09,New Brunswick,25,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-09,New Brunswick,45,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-09,New Brunswick,15,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-09,New Brunswick,30,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,Quebec,1875,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,Quebec,905,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,Quebec,970,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,Quebec,55,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,Quebec,35,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,Quebec,20,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,Quebec,190,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-05-09,Quebec,105,"Age at time of death, 45 to 64 years",Males,Number of deaths
2020-05-09,Quebec,85,"Age at time of death, 45 to 64 years",Females,Number of deaths
2020-05-09,Quebec,760,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-05-09,Quebec,430,"Age at time of death, 65 to 84 years",Males,Number of deaths
2020-05-09,Quebec,330,"Age at time of death, 65 to 84 years",Females,Number of deaths
2020-05-09,Quebec,870,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-05-09,Quebec,335,"Age at time of death, 85 years and over",Males,Number of deaths
2020-05-09,Quebec,535,"Age at time of death, 85 years and over",Females,Number of deaths
2020-05-09,Ontario,2410,"Age at time of death, all ages",Both sexes,Number of deaths
2020-05-09,Ontario,1220,"Age at time of death, all ages",Males,Number of deaths
2020-05-09,Ontario,1190,"Age at time of death, all ages",Females,Number of deaths
2020-05-09,Ontario,120,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-05-09,Ontario,80,"Age at time of death, 0 to 44 years",Males,Number of deaths
2020-05-09,Ontario,40,"Age at time of death, 0 to 44 years",Females,Number of deaths
2020-05-09,Ontario,370,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
