Date,GEO,value,Age,Sex,Characteristics
2020-06-06,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Nova Scotia,150,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Nova Scotia,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Nova Scotia,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Nova Scotia,50,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,New Brunswick,135,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,New Brunswick,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,New Brunswick,60,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,New Brunswick,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Quebec,1365,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Quebec,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Quebec,195,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Quebec,590,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Quebec,540,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Ontario,2140,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Ontario,120,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Ontario,320,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Ontario,935,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Ontario,765,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Manitoba,205,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Manitoba,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Manitoba,95,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Manitoba,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Saskatchewan,180,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Saskatchewan,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Saskatchewan,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Saskatchewan,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Alberta,530,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Alberta,55,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Alberta,120,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Alberta,210,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Alberta,140,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,British Columbia,705,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,British Columbia,55,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,British Columbia,110,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,British Columbia,310,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,British Columbia,235,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Northwest Territories,10,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Northwest Territories,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Northwest Territories,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Northwest Territories,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Northwest Territories,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-06,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-06,Nunavut,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-06,Nunavut,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-06,Nunavut,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-06,Nunavut,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Canada,5200,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Canada,330,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Canada,845,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Canada,2285,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Canada,1750,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Newfoundland and Labrador,105,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Newfoundland and Labrador,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Newfoundland and Labrador,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Newfoundland and Labrador,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Prince Edward Island,25,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Prince Edward Island,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Prince Edward Island,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Prince Edward Island,15,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Nova Scotia,180,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Nova Scotia,35,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Nova Scotia,85,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Nova Scotia,50,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,New Brunswick,110,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,New Brunswick,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,New Brunswick,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,New Brunswick,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,New Brunswick,35,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Quebec,1225,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Quebec,35,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Quebec,190,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Quebec,555,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Quebec,445,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Ontario,1985,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Ontario,130,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Ontario,310,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Ontario,850,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Ontario,690,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Manitoba,190,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Manitoba,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Manitoba,90,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Manitoba,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Saskatchewan,170,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Saskatchewan,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Saskatchewan,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Saskatchewan,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Alberta,495,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Alberta,65,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Alberta,90,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Alberta,200,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Alberta,140,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,British Columbia,705,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,British Columbia,45,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,British Columbia,120,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,British Columbia,305,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,British Columbia,240,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Northwest Territories,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Northwest Territories,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Northwest Territories,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Northwest Territories,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Northwest Territories,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-13,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-13,Nunavut,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-13,Nunavut,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-13,Nunavut,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-13,Nunavut,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Canada,5305,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Canada,320,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Canada,835,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Canada,2300,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Canada,1850,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Newfoundland and Labrador,95,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Newfoundland and Labrador,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Newfoundland and Labrador,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Prince Edward Island,25,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Prince Edward Island,10,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Nova Scotia,175,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Nova Scotia,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Nova Scotia,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Nova Scotia,85,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Nova Scotia,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,New Brunswick,145,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,New Brunswick,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,New Brunswick,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,New Brunswick,40,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Quebec,1235,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Quebec,45,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Quebec,170,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Quebec,575,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Quebec,450,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Ontario,1980,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Ontario,115,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Ontario,320,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Ontario,835,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Ontario,710,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Manitoba,205,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Manitoba,25,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Manitoba,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Manitoba,85,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Manitoba,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Saskatchewan,205,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Saskatchewan,45,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Saskatchewan,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Saskatchewan,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Alberta,495,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Alberta,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Alberta,95,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Alberta,205,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Alberta,155,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,British Columbia,735,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,British Columbia,60,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,British Columbia,115,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,British Columbia,290,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,British Columbia,275,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Northwest Territories,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Northwest Territories,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Northwest Territories,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Northwest Territories,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Northwest Territories,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-20,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-20,Nunavut,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-20,Nunavut,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-20,Nunavut,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-20,Nunavut,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Canada,5295,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Canada,325,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Canada,810,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Canada,2275,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Canada,1885,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Newfoundland and Labrador,95,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Newfoundland and Labrador,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Newfoundland and Labrador,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Prince Edward Island,25,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Prince Edward Island,10,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Nova Scotia,175,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Nova Scotia,35,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Nova Scotia,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Nova Scotia,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,New Brunswick,130,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,New Brunswick,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,New Brunswick,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,New Brunswick,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,New Brunswick,45,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Quebec,1225,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Quebec,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Quebec,175,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Quebec,550,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Quebec,455,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Ontario,1970,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Ontario,110,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Ontario,285,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Ontario,845,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Ontario,725,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Manitoba,220,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Manitoba,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Manitoba,40,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Manitoba,95,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Manitoba,70,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Saskatchewan,200,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Saskatchewan,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Saskatchewan,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Saskatchewan,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Saskatchewan,80,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Alberta,525,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Alberta,55,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Alberta,80,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Alberta,230,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Alberta,160,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,British Columbia,715,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,British Columbia,60,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,British Columbia,115,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,British Columbia,280,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,British Columbia,265,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Northwest Territories,5,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Northwest Territories,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Northwest Territories,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Northwest Territories,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Northwest Territories,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-06-27,Nunavut,0,"Age at time of death, all ages",Both sexes,Number of deaths
2020-06-27,Nunavut,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-06-27,Nunavut,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-06-27,Nunavut,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-06-27,Nunavut,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Canada,5155,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Canada,340,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Canada,845,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Canada,2200,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Canada,1765,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Newfoundland and Labrador,110,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Newfoundland and Labrador,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Newfoundland and Labrador,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Newfoundland and Labrador,35,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Prince Edward Island,25,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Prince Edward Island,10,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Nova Scotia,155,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Nova Scotia,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Nova Scotia,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Nova Scotia,40,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,New Brunswick,125,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,New Brunswick,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,New Brunswick,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,New Brunswick,65,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,New Brunswick,40,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Quebec,1120,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Quebec,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Quebec,170,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Quebec,525,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Quebec,370,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Ontario,2035,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Ontario,130,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Ontario,310,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Ontario,845,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Ontario,760,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Manitoba,185,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Manitoba,40,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Manitoba,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Manitoba,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Saskatchewan,190,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Saskatchewan,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Saskatchewan,35,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Saskatchewan,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Saskatchewan,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2020-07-04,Alberta,490,"Age at time of death, all ages",Both sexes,Number of deaths
2020-07-04,Alberta,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2020-07-04,Alberta,95,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2020-07-04,Alberta,175,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2020-07-04,Alberta,160,"Age at time of death, 85 years and over",Both sexes,Number of deaths
